"type","date","summary","link","critical","non_critical","hall","crit_count","noncrit_count","year","month"
"Standard/Critical Control Point Inspection",2020-02-26,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=57360EC3889C831D8525851A0069C9CB","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","The Feve",0,0,2020,"February"
"Standard/Critical Control Point Inspection",2019-08-27,"2 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=5F241286203C1FB085258463005800E9","
 3717-1-07.1(C) / Poisonous or toxic materials: Conditions of use.Critical  Corrected During Inspection Improper use of a poisonous toxic substance.
-Observed Hot Shot No Pest Strip in basement not used according to label. 
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.
-Observed bottle of soap without a label 
","
3717-1-02.4(A)(2) / PIC - Level Two Certified Manager Repeat   Facility does not have an employee with level two certification in food protection. 
 3717-1-06.4(A) / Repairing.    Physical facilities not maintained in good repair.
-Observed small water/condensate leak in walk-in cooler in basement. 
","The Feve",2,2,2019,"August"
"Follow-up Inspection",2019-02-04,"0 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=64F801132E20F5C48525839700562E9A","

","
3717-1-02.4(A)(2) / PIC - Level Two Certified Manager      Facility does not have a person with level two certification in food protection. 
","The Feve",0,1,2019,"February"
"Standard/Critical Control Point Inspection",2018-12-17,"3 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=1903B1EC5750680385258366006567E4","
 3717-1-03.2(A)(2) / Preventing contamination from hands - bare hand contactCritical  Corrected During Inspection Improper bare-hand contact with RTE foods.CCP
-Observed cook prepare ready to eat food with bare hands. 
 3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical  Corrected During Inspection Food not properly protected from contamination by separation, packaging, and segregation.CCP
-Observed raw poultry stored above beef/pork/fish in walk-in cooler. 
 3717-1-03.4(K) / Reduced oxygen packaging without a variance- criteria.Critical    Improper packaging of food using reduced oxygen packaging without a variance.CCP
-Provide a HACCP Plan. 
-Provide an electronic monitoring system
-Package food after cooking and above 135F or package raw.
-Maintain cooling records 
","
3717-1-02.4(A)(2) / PIC - Level Two Certified Manager    Facility does not have a person with level two certification in food protection. 
 3717-1-04.1(KK) / Food equipment - certification and classification.    Equipment not approved by a recognized testing agency.
  -Observed a reduced oxygen packaging (ROP) machine that was not approved for use or commercial-grade. 
","The Feve",3,2,2018,"December"
"Standard/Critical Control Point Inspection",2018-09-24,"1 critical & 4 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=9D160B2BAF3B257285258312005AB90E","
 3717-1-03.4(K) / Reduced oxygen packaging without a variance- criteria.Critical  Corrected During Inspection Improper packaging of food using reduced oxygen packaging without a variance.
-Observed ROP turkey breast produced in-house stored in walk-in cooler. FSO does not have HACCP plan completed or available. Products were removed from being offered for sale. 
","
3717-1-02.4(A)(2) / PIC - Level Two Certified Manager    Facility does not have a person with level two certification in food protection. 
 3717-1-03.4(C) / Thawing - temperature and time control.  Corrected During Inspection TCS foods not properly thawed.
-Observed reduced oxygen packaged raw tuna steaks, thawed in refrigeration, which were not properly vented. Manager voluntarily discarded to prevent foodborne illness. 
 3717-1-04.1(KK) / Food equipment - certification and classification.    Equipment not approved by a recognized testing agency.
-Observed a residential induction cooker and a vacuum packaging device which were not approved for use or commercial-grade (NSF, or similar approved). 
 3717-1-06.4(B) / Cleaning - frequency and restrictions.    Facility not maintained clean.
-Observed a build-up of oils and general spills under/ behind grill line. 
","The Feve",1,4,2018,"September"
"Standard Inspection",2017-12-05,"3 critical & 3 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=E34A38319B3478C3852581ED0069103F","
3717-1-04.1(C) / Food-contact surfaces - cleanabilityCritical Repeat   Food contact surfaces were not easily cleanable, or not designed/constructed properly. Observed several food grade plastic containers with large cracks that made the equipment not smooth and not easily cleanable. To prevent the growth of pathogens, Multiuse food-contact surfaces shall be: (1) Smooth; (2) Free of breaks, open seams, cracks, chips, inclusions, pits, and similar imperfections; (3) Free of sharp internal angles, corners, and crevices; (4) Finished to have smooth welds and joints; and (5) Except for cooking oil storage tanks, distribution lines for cooking oils, or beverage syrup lines or tubes; accessible for cleaning and inspection by one of the following methods: (a) Without being disassembled; (b) By disassembling without the use of tools; or (c) by easy disassembling with the use of handheld tools commonly available to maintenance and cleaning personnel such as screwdrivers, pliers, open-end wrenches, and Allen wrenches.Inventory all equipment and discard containers and utensils that have cracks.
 3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical    Equipment food-contact surfaces or utensils are dirty. Observed the piping holding the multi-flow dispenser to contain build up at the time of inspection.To prevent contamination, equipment food-contact surfaces and utensils shall be clean to sight and touch. Remove clamps from plumbing fixture and wash, rinse, and sanitize as necessary to prevent contamination.
 3717-1-04.5(A)(1) / Cleanliness of equipment food-contact surfaces and utensils.Critical  Corrected During Inspection Equipment food-contact surfaces or utensils are dirty. Observed build-up in the plastic food container holding the ice scoop in the basement food preparation area. To prevent contamination, equipment food-contact surfaces and utensils shall be clean to sight and touch. PIC removed the container and scoop to be washed, rinsed, and sanitized at the time of inspection.
","
 3717-1-04.5(A)(3) / Cleanliness of nonfood-contact surfaces of equipment.    Non-food contact surfaces of equipment are dirty. Observed the bottom and walls of the work-top two door cooler in the basement food preparation area to contain build-up. Observed build-up on the hoods above the fryer in the kitchen.Nonfood-contact surfaces of equipment shall be kept clean. Clean and sanitize the shelves, bottom, and walls of this cooler. Clean and degrease the hoods to prevent the accumulation of dust and grease.
 3717-1-04.8(E) / Equipment, utensils, linens, single-service articles, and single-use articles - storage.    Cleaned equipment and utensils, laundered linens, or single-service and single-use articles are not properly stored. Observed clean equipment and utensils stored directly below a wall-mounted A/C unit with dust build-up in the air filter and on top of the unit.Cleaned equipment and utensils, laundered linens, single-service articles, and single-use articles shall be properly stored as described in this rule. Remove air filters from the A/C and thoroughly clean. Clean the top of the A/C unit. Monitor wall-mounted A/C and clean as necessary to prevent dust contamination below.
 3717-1-05.1(S)(1) / Plumbing system - maintained in good repair.    The plumbing system was not properly repaired. Observed the handwashing sink near the dish machine to be leaking into a five gallon bucket at the time of inspection.A plumbing system shall be repaired according to the Ohio building code. Repair the plumbing connection to the basin and/or the fixture to prevent leaking.
","The Feve",3,3,2017,"December"
"Critical Control Point Inspection",2017-12-05,"5 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=D00FC1FBBB046D55852581ED006A85BA",NA,NA,"The Feve",NA,NA,2017,"December"
"Standard Inspection",2017-05-01,"2 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=B1D20B7F1B0BE6F9852581130060709F","
3717-1-04.1(C) / Food-contact surfaces - cleanabilityCritical  Corrected During Inspection Food contact surfaces were not easily cleanable, or not designed/constructed properly. Observed a cracked plastic ice scoop at the time of inspection that was not smooth and easily cleanable.To prevent the growth of pathogens, Multiuse food-contact surfaces shall be: (1) Smooth; (2) Free of breaks, open seams, cracks, chips, inclusions, pits, and similar imperfections; (3) Free of sharp internal angles, corners, and crevices; (4) Finished to have smooth welds and joints; and (5) Except for cooking oil storage tanks, distribution lines for cooking oils, or beverage syrup lines or tubes; accessible for cleaning and inspection by one of the following methods: (a) Without being disassembled; (b) By disassembling without the use of tools; or (c) by easy disassembling with the use of handheld tools commonly available to maintenance and cleaning personnel such as screwdrivers, pliers, open-end wrenches, and Allen wrenches. PIC discarded the ice scoop at the time of inspection.
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Observed a spray bottle of water in the food preparation area in the basement. Bottle was not properly labeled, but food employee knew what the bottle contained. Discussed and provided education on labeling working containers of spray bottles (chemical or non-chemical) to avoid misuse by employees (sanitizing surfaces with water, spraying diluted bleach water on food, etc.)To prevent health hazards, working containers used for poisonous or toxic materials such as cleaners and sanitizers taken from bulk supplies shall be clearly and individually identified with the common name of the material. PIC labeled the bottle at the time of inspection.
","
 3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order. Observed the freezer in the kitchen to be running at higher ambient temperatures than manufacturer recommendations specify. Observed an ambient temperature of the freezer at 12 degrees Fahrenheit. PIC stated the freezer is being replaced with a commercial, NSF approved freezer as verified by the licensor through a Webstaurant online order confirmation and shipment tracking. Shipment was ""In Transit"" at the time of inspection. Food employees stated food is transferred to freezers in the basement in the evening to prevent thawing and re-freezing. Inspected the basement area to find adequate freezer capacity to keep frozen foods frozen. Did not observe any frozen foods exhibiting signs of thawing at the time of inspection.Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code. Repair and or replace the equipment.
 3717-1-04.5(A)(3) / Cleanliness of nonfood-contact surfaces of equipment.    Non-food contact surfaces of equipment are dirty. Observed the shelving units in the walk-in cooler in the basement to be dirty. Observed the fans of the walk-in cooler to be dirty and contain dust build-up at the time of inspection.Nonfood-contact surfaces of equipment shall be kept clean. Clean the shelving units in the walk-in cooler. Clean the fans in the walk-in cooler to prevent contamination of food.
","The Feve",2,2,2017,"April"
"Critical Control Point Inspection",2017-05-01,"10 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=2AA0E12261E4A4F4852581130062135B",NA,NA,"The Feve",NA,NA,2017,"April"
"Other Inspection",2017-05-01,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=2A54C594F8242EEE852581130058A7B5","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","The Feve",0,0,2017,"April"
"Critical Control Point Inspection",2016-12-06,"5 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=5D41DB48FAC179018525808100749D15",NA,NA,"The Feve",NA,NA,2016,"December"
"Standard Inspection",2016-12-06,"2 critical & 4 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=4F121ED7279709D38525808100738BC8","
3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical    Observed food that was not properly protected from contamination by separation, packaging, and segregation.
-Observed raw eggs stored above potatoes and beer in the walk-in cooler. To prevent contamination, food shall be protected from cross contamination by separating raw animal foods during storage, preparation, holding, and display from cooked ready-to-eat food as described in this rule.
-Rearrange food so that raw is stored below or away from ready-to-eat product. Correct By: 06-Dec-2016
 3717-1-03.4(F)(1) / Time/temperature controlled for safety food - hot and cold holding.Critical    TCS foods were not being held at the proper temperature.
-Observed food in the prep cooler holding between 42°F and 50°F. To prevent the growth of pathogens, except during preparation, cooking, or cooling, or when time is used as a public health control, TCS food shall be held at 135°F or above, or at 41°F or less.
-During inspection, food that was above 41°F for longer than 4 hours was voluntarily discarded. Repair refrigeration as necessary to maintain food at 41°F or less. Correct By: 06-Dec-2016
","
 3717-1-03.2(Q) / Food storage - preventing contamination from the premises.    Observed improper storage of food items.
-Observed boxes of food product stored directly on the floor in the walk-in cooler, dry storage, and outside walk-in freezer. Food shall be protected from contamination by storing the food in a clean, dry location, where it is not exposed to splash, dust, or other contamination, and at least six inches above the floor.
-Store food off the floor to prevent possible contamination. Provide additional shelving if necessary to store food off the floor. Correct By: 06-Dec-2016
 3717-1-04.1(Y) / Temperature measuring devices.    Cold or hot holding equipment did not contain a thermometer, or the thermometer was not correctly placed.
-Observed refrigerators without thermometers inside. A properly designed temperature measuring device as specified in this rule shall be located in the warmest part of a cooling unit or the coolest part of a food warming unit.
-Provide thermometers to monitor internal temperatures of refrigerators.
 3717-1-04.8(A) / Equipment and utensils - air-drying required.    Equipment and utensils are not being air dried.
-Observed wet containers stacked in the basement. 
-Observed wet glasses stacked in the upstairs bar. After cleaning and sanitizing, equipment and utensils shall be air-dried or used after adequate draining before contact with food and utensils, and may not be cloth dried.
-Air dry equipment and utensils prior to putting away. Discontinue stacking or putting away wet equipment or utensils. Correct By: 06-Dec-2016
 3717-1-06.4(B) / Cleaning - frequency and restrictions.    Observed a build-up of dirt and debris.
-Observed buildup on fan guards in the walk-in coolers. The physical facilities shall be cleaned as often as necessary to keep them clean, and cleaning shall be done during periods when the least amount of food is exposed.
-Clean fans guards in the walk-in coolers to remove buildup.
","The Feve",2,4,2016,"December"
"Standard Inspection",2016-06-20,"2 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=1EBAD14ED7EDA3E485257FD8006A865D","
 3717-1-03.4(D) / Cooling - temperature and time control.Critical    TCS foods were not cooled using the proper time and temperature parameters.
-Observed chicken in a deep container holding at 48°F in the reach-in cooler; food was prepared Saturday.
-Observed hummus in a deep container holding at 47°F in the reach-in cooler; food was prepared Saturday. 
-Observed chicken breast at 45°F and chicken wings at 46°F in deep containers in the walk-in cooler in the basement; food was prepared earlier in the day. To prevent the growth of pathogens, cooked TCS food shall be rapidly cooled: within two hours from 135°F to 70°F, and within a total of six hours from 135°F to 41°F or less.
-During inspection, food items prepared Saturday were voluntarily discarded. Food items made earlier in the day prior to inspection were spread out on sheet trays to facilitate rapid cooling. 
-Discussed cooling times and temperature control.
 3717-1-06.4(K) / Controlling pests.Critical    Observed the presence of live insects.
-Observed small flies in the beverage nozzles and nozzle holders in the upstairs bar.
-Observed small flies in the main floor bar area. To prevent illness, the presence of insects, rodents, and other pests shall be controlled by: Routinely inspecting incoming shipments of food and supplies; routinely inspecting the premises for evidence of pests; Using methods, if pests are found, such as trapping devices or pesticides used according section (C), (K) and (L) of rule 3717-1-07.1 of this code; and eliminating harborage conditions.
-Contact a licensed pest controller for service.
-Clean where necessary to remove buildup and any harborage conditions.
","
3717-1-03.2(K) / In-use utensils - between-use storage. Repeat   In-use utensils are improperly stored.
-Observed drink shakers stored in the ice bins in the upstairs bar area.
-Observed ice scoops stored in the hand sink in the upstairs bar area. During pauses in food preparation or dispensing, food preparation and dispensing utensils shall be stored as described in this rule.
-Discontinue storing shakers directly in ice intended for consumption.
-Discontinue storing ice scoops in the hand sink. 
-Wash, rinse, sanitize, and air dry items, then store in a clean location.
 3717-1-04.4(B) / Cutting surfaces.    The surfaces of cutting blocks or boards were severely scratched or scored and could not be effectively cleaned and sanitized.Surfaces such as cutting blocks and boards that are subject to scratching and scoring shall be resurfaced if they can no longer be effectively cleaned and sanitized, or discarded if they are not capable of being resurfaced.
","The Feve",2,2,2016,"June"
"Critical Control Point Inspection",2016-06-20,"8 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=42AE173A1ED96C8685257FD8006BB258",NA,NA,"The Feve",NA,NA,2016,"June"
"Critical Control Point Inspection",2015-11-18,"8 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8FDB5A30A649E81785257F010075BFCD",NA,NA,"The Feve",NA,NA,2015,"November"
"Standard Inspection",2015-11-18,"1 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=C7D3974295CFAD0485257F01007547BF","
3717-1-03.4(F)(1) / Time/temperature controlled for safety food - hot and cold holding.Critical    TCS foods were not being held at the proper temperature.
-Observed food in the burger cooler holding above 41F. To prevent the growth of pathogens, except during preparation, cooking, or cooling, or when time is used as a public health control, TCS food shall be held at 135°F or above, or at 41°F or less.
-During inspection, food that was in the cooler less than 4 hours was moved to a different refrigerator. Cook stated a service call would be made.
","
 3717-1-04.1(A) / Equipment and utensils - durability and strength.    Non-durable equipment observed.
-Observed non-food funnels in use; one funnel was cracked. Equipment and utensils shall be designed and constructed to be durable and to retain their characteristic qualities under normal use conditions.
-Provide food-grade funnels for use with food. Cracked funnel was discarded during inspection.
 3717-1-04.4(S)(1) / Single-service articles and single-use articles - use limitation.    Observed re-use of single-service or single-use articles.
-Observed plastic dressing containers re-used to hold dressings mixed in-house. Single-service and single-use articles may not be reused.
-Discontinue re-using dressing containers. Provide addtional containers that are designed to be cleaned and sanitized.
","The Feve",1,2,2015,"November"
"Critical Control Point Inspection",2015-06-17,"8 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=05A6D6F62AC363B985257E6700679926",NA,NA,"The Feve",NA,NA,2015,"June"
"Standard Inspection",2015-06-17,"2 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=8C5C694F9217FFCB85257E67006648E1","
3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical Repeat   Observed food that was not properly protected from contamination by separation, packaging, and segregation.
-Observed raw food items, such as burgers, chicken, and eggs, stored above vegetables and other ready-to-eat food items in the walk-in cooler. To prevent contamination, food shall be protected from cross contamination by separating raw animal foods during storage, preparation, holding, and display from cooked ready-to-eat food as described in this rule.
-Rearrange food so that raw food is not above ready to eat food or beverages, even if the food is packaged. 
-Discussed using the ""brunch shelf"" for raw items and the shelves on the sides of the walk-in cooler for ready-to-eat items or items that will not get cooked.    Correct By:  17-Jun-2015
 3717-1-03.4(F)(1) / Time/temperature controlled for safety food - hot and cold holding.Critical  Corrected During Inspection TCS foods were not being held at the proper temperature.
-Observed pans of cooked chicken at 46F in the reach-in cooler; all other items in the cooler were below 41F. Date marks indicated chicken was cooked Friday and Saturday. To prevent the growth of pathogens, except during preparation, cooking, or cooling, or when time is used as a public health control, TCS food shall be held at 135°F or above, or at 41°F or less.
-Corrected; food was voluntarily discarded. Discussed cooling and date marking methods, as well as time and temperature control. 
","
 3717-1-03.2(K) / In-use utensils - between-use storage.  Corrected During Inspection In-use utensils are improperly stored.
-Observed stainless steel mixing shakers stored in the ice bins in the upstairs bar. Shakers did not have handles. During pauses in food preparation or dispensing, food preparation and dispensing utensils shall be stored as described in this rule.
-Use utensils with handles for scooping ice from the bin. 
-If utensils will be stored in the ice, the handle must not contact the ice. 
-Discontinue leaving shakers in the ice bins. 
","The Feve",2,1,2015,"June"
"Standard Inspection",2015-02-19,"1 critical & 4 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=CF4A99DF5D1FBE3185257DF100722BDD","
3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical  Corrected During Inspection Observed food that was not properly protected from contamination by separation, packaging, and segregation. A container of raw chicken was stored on top of a container of sliced tomatoes.To prevent contamination, food shall be protected from cross contamination by separating raw animal foods during storage, preparation, holding, and display from cooked ready-to-eat food as described in this rule.
","
 3717-1-03.2(Q) / Food storage - preventing contamination from the premises.    Observed improper storage of food items. Outside building walk-in freezer has boxes of food items stored directly on the floor.  Provide dunnage racks to keep the boxes at least 6 inches above the floor.Food shall be protected from contamination by storing the food in a clean, dry location, where it is not exposed to splash, dust, or other contamination, and at least six inches above the floor.
 3717-1-05.4(H) / Toilet room receptacle - covered. Repeat   Observed no covered receptacle in basement women's restroom.A toilet room used by females shall be provided with a covered receptacle for sanitary napkins.
 3717-1-06.1(I) / Light bulbs - protective shielding. Repeat   Observed light bulbs or heat lamp that were not properly shielded or coated where required. End caps missing on fluorescent lights above the basement food preparation table.Light bulbs shall be shielded, coated, or otherwise shatter-resistant in areas where there is exposed food, clean equipment, utensils, or linens, or unwrapped single-service or single-use articles and does not apply in areas used only for storing food in unopened packages. An infrared or other heat lamp shall be protected against breakage by a shield surrounding and extending beyond the bulb so that only the face of the bulb is exposed.
 3717-1-06.4(A) / Repairing. Repeat   The physical facilities are not being maintained in good repair. Replace missing basement ceiling tiles with ones that are faced with a vinyl, washable surface (located in the dishwashing area).The physical facilities shall be maintained in good repair.
","The Feve",1,4,2015,"February"
"Critical Control Point Inspection",2015-02-19,"7 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=69A5A1E5F06FBA1A85257DF100732CF3",NA,NA,"The Feve",NA,NA,2015,"February"
"Standard Inspection",2014-08-27,"3 critical & 4 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=DC7055EA47F763BD85257D41006E54E7","
 3717-1-03.4(E) / Cooling methods - temperature and time control.Critical  Corrected During Inspection Observed improper method for cooling TCS foods. Pre-portioned sliced turkey was placed in a deep covered pan while the turkey had an internal food temperature of 48F. Spread the turkey bundles out on a tray until 41F. or less is reached. Then store in a deep container if desired.Cooling shall be accomplished in accordance with the time and temperature criteria by using one or more of the methods based on the type of food being cooled as required in this rule.
 3717-1-03.4(F)(1) / Time/temperature controlled for safety food - hot and cold holding.Critical  Corrected During Inspection TCS foods were not being held at the proper temperature. Chicken breasts @ 67F., chicken wings @ 43F., pre-portioned sliced turkey @ 52F., hummus @ 49F.. All food held on the top rail of the refrigerated make-up unit. Food was discarded and will be covered to keep the kitchen heat from reaching the food.Except during preparation, cooking, or cooling, or when time is used as a public health control, TCS food shall be held at 135°F or above (except for those roasts that are cooked as required may be held at 130° F), or at 41°F or less.
 3717-1-05.3(C) / Backflow prevention.Critical    Observed a direct connection between the sewage system and a drain originating from equipment in which food, portable equipment, or utensils are placed. Food preparation sink in the basement does not have an air gap in the drain.  The plumbing inspector approved a check valve in the drain as adequate protection.A direct connection may not exist between the sewage system and a drain originating from equipment in which food, portable equipment, or utensils are placed unless allowed by the Ohio building code.
","
3717-1-03.2(D) / Food storage containers - identified with common name of food.    Food storage containers are not properly labeled. Large container of tan liquid stored in the basement kitchen was not identified with the name of the food.Working containers holding food or food ingredients that are removed from their original packages shall be identified with the common name of the food, except containers holding food that are readily and unmistakably recognized.   Correct By:  28-Aug-2014
 3717-1-05.4(H) / Toilet room receptacle - covered.    Observed no covered receptacle in women's restroom. Basement restroom used by women require a covered waste container. Correct as soon as possible.A toilet room used by females shall be provided with a covered receptacle for sanitary napkins.
 3717-1-06.1(I) / Light bulbs - protective shielding.    Observed light bulbs or heat lamp that were not properly shielded or coated where required. Install end caps on each end of the fluorescent lights located in basement kitchen, above the Blakeslee mixer. Correct as soon as possible.Light bulbs shall be shielded, coated, or otherwise shatter-resistant in areas where there is exposed food, clean equipment, utensils, or linens, or unwrapped single-service or single-use articles and does not apply in areas used only for storing food in unopened packages. An infrared or other heat lamp shall be protected against breakage by a shield surrounding and extending beyond the bulb so that only the face of the bulb is exposed.
 3717-1-06.4(A) / Repairing.    The physical facilities are not being maintained in good repair. Replace ceiling tiles in the basement kitchen with tiles that have washable surfaces.The physical facilities shall be maintained in good repair.
","The Feve",3,4,2014,"August"
"Critical Control Point Inspection",2014-08-27,"3 observations","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=C7A955F95646801E85257DF500485510",NA,NA,"The Feve",NA,NA,2014,"August"
"Standard/Critical Control Point Inspection",2024-12-10,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=DC3DB7A361E5E04485258BEF006580AA","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Thi Ni Thai",0,0,2024,"December"
"Complaint Inspection",2024-11-14,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=86E786E944E2AEF985258BD50059F424","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Thi Ni Thai",0,0,2024,"November"
"Standard/Critical Control Point Inspection",2024-07-29,"2 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=678A65EA56536F2385258B690068CE8F","
3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical  Corrected During Inspection Food not properly protected from contamination by separation, packaging, and segregation.
-Observed raw chicken stored on top of cooked meat items in a reach in cooler.
-PIC moved the chicken below RTE food items. 
 3717-1-03.4(F)(1)(b) / Time/temperature controlled for safety food - cold holding.Critical  Corrected During Inspection TCS foods not being cold held at the proper temperature.
-Observed the prep cooler in the middle of the kitchen to be holding temperatures between 48-50*F.
-PIC began moving TCS food items to a nearby cooler and began making calls to have the unit serviced.
-Ensure cooler is maintaining temperatures below 41*F prior to storing TCS food items in it. 
","

","Thi Ni Thai",2,0,2024,"July"
"Standard/Critical Control Point Inspection",2024-01-11,"2 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=B3DD54022B61718585258AA100646A1D","
3717-1-03.4(H)(1) / Ready-to-eat, time/temperature controlled for safety food - disposition.Critical  Corrected During Inspection Ready-to-eat, TCS food not properly discarded when required.
-Observed cut vegetables with an expired date mark.
-Observed cooked meat with incorrect date marks.
-PIC voluntarily discarded expired food items and corrected the date marks on the cooked meat.
-Discussed date marking of frozen food items. 
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.
-Observed an unlabeled spray bottle in the bar area.
-An employee labeled the spray bottle. 
","

","Thi Ni Thai",2,0,2024,"January"
"Standard/Critical Control Point Inspection",2023-07-10,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=3EDB084C57709ABC852589E800669E24","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Thi Ni Thai",0,0,2023,"July"
"Consultation Inspection",2023-06-08,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=5A06CD8FAC4BE960852589C8006607DC","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Thi Ni Thai",0,0,2023,"June"
"Standard Inspection",2023-01-23,"2 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=BBD64CBE5984B52885258940006D3D4C","
3717-1-03.2(C) / Packaged and unpackaged food - preventing contamination by separation, packaging, and segregationCritical  Corrected During Inspection Food not properly protected from contamination by separation, packaging, and segregation.
-Observed raw chicken stored over raw pork in the walk-in cooler. 
-The PIC rearranged the meat in the cooler to prevent possible cross contamination.  
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.
-Observed an unlabeled chemical spray bottle in the food prep area.
-An employee labeled the bottle during the inspection. 
","

","Thi Ni Thai",2,0,2023,"January"
